Я решил не участвовать в этом чемпионате;I decided not to participate in this championship
"Однажды я решил; что никогда не буду обманывать";I decided one day that I would never cheat
Я решил посвятить больше времени английскому;I decided to devote more time to English
Я решил сделать это;I decided to do it
Я удалил свой последний комментарий по ошибке;I deleted my last comment by mistake
Я описал внешность этого человека;I described that man's appearance
Я не служил в армии;I didn't serve in the army
Я не согласен с вашей точкой зрения;I disagree with your point of view
Я не одобряю эту идею;I disapprove of this idea
Я не люблю обсуждать;I dislike discussing
Мне не нравится этот метод;I dislike this method
Я разделил это на две части;I divided it into two parts
Я не согласен с вашей точкой зрения;I don't agree with your point of view
Я не верю тебе сейчас;I don't believe you now
Мне все равно;I don't care
Я тебе не завидую;I don't envy you
Я не предвижу никаких проблем в будущем;I don't foresee any problems in the future
Я этого не слышу;I don't hear it
Я тебя сейчас не слышу;I don't hear you now
Я не люблю занимать деньги;I don't like borrowing money
Я не люблю охоту;I don't like hunting
Мне это совсем не нравится;I don't like it at all
"Мне не нравится; когда у меня есть долг";I don't like it when I have a debt
"Мне не нравится; когда люди хвастаются";I don't like it when people boast
"Мне не нравится; когда люди ругаются";I don't like it when people swear
"Мне не нравится; когда меня хвалят";I don't like it when they praise me
Я не люблю роскошь;I don't like luxury
Мне не нравится этот формат сейчас;I don't like this format now
Я не против;I don't mind
Я не против сделать это;I don't mind doing it
Я не против взять ее с собой;I don't mind taking her with us
"Я не думаю; что это легко предсказать";I don't think that it is easy to predict it
Я не думаю что это невозможно;I don't think that it is impossible
"Я не думаю; что эта болезнь неизлечима";I don't think that this disease is incurable
Я не хочу это сейчас;I don't want it now
Я не хочу отрицать этот факт;I don't want to deny this fact
Я не хочу это доказывать;I don't want to prove it
я сомневаюсь;I doubt it
"Я сомневаюсь; что он этого заслуживает";I doubt that he deserves it
Я выпил стакан сока;I drank a glass of juice
Я уронил стакан воды;I dropped a glass of water
Я поехал домой;I drove home
Я доехал до этого места;I drove to that place
Мне нравится смотреть эти видео;I enjoy watching these videos
Я воскликнул;I exclaimed
Я ожидал лучшего результата;I expected a better result
Я ожидал худших результатов;I expected worse results
Я пристегнул ремень потом отстегнул;I fastened the belt Then I unfastened it
Я хорошо себя чувствую;I feel good
"Я чувствую; что мне нужно это сделать";I feel I need to do it
Я закончил делать это;I finished doing it
Я закончил вовремя;I finished it on time
"Я твердо верю; что Бог существует";I firmly believe that god exists
Я починил свой велосипед;I fixed my bike
Я летел в германию;I flew to Germany
я все забыл;I forgot everything
Я забыл как это сделать;I forgot how to do it
Я забыл приложить очень важный документ;I forgot to attach a very important document
Я забыл запереть дверь;I forgot to lock the door
"Я узнал; что он посоветовал ей не делать этого";I found out that he'd advised her not to do it
"Я узнал; что я оставил свой паспорт дома";I found out that i'd left my passport at home
"Я узнал; что где-то потерял";I found out that i'd lost it somewhere
Я нашел этот канал два года назад;I found this channel two years ago
Я часто бываю в этих местах;I frequently visit these places
Я получаю такие письма каждый месяц;I get this kind of letters every month
Я хожу туда несколько раз в неделю;I go there several times a week
Я хожу туда два раза в неделю;I go there twice a week
Я хожу в спортзал два раза в неделю;I go to the gym two times a week
Я окончил университет очень давно;I graduated from university a very long time ago
Я закончил университет три года назад;I graduated from university three years ago
Я ремонтировал свою машину;I had my car repaired
Мне подстригли;I had my hair cut
Я должен был следовать этой рекомендации;I had to follow this recommendation
Я должен был повторить это упражнение;I had to redo that exercise
Я должен был переписать это эссе;I had to rewrite that essay
Мне приходилось ждать его довольно часто;I had to wait for him quite often
Я должен был носить школьную форму;I had to wear a school uniform
Я ненавижу это сейчас;I hate it now
у меня есть машина;I have a car
у меня есть работа;I have a job
У меня выдающийся результат;I have an outstanding result
У меня сейчас выдающийся результат;I have an outstanding result now
Я никогда не ездил на верблюде;I have never ridden a camel
Я должен вставать так рано;I have to get up so early
Я еще не приспособился к этим изменениям;I haven't adapted to these changes yet
Я еще не приспособился к этим новым условиям;I haven't adapted to these new conditions yet
Я еще не проанализировал этот отчет;I haven't analysed this report yet
Я не играл в компьютерные игры в последнее время;I haven't been playing computer games lately
Я не думал об этом в последнее время;I haven't been thinking about it lately
Я еще не переварила всю эту информацию;I haven't digested all this information yet
Я еще этого не делал;I haven't done it yet
Я еще не высказал свое мнение;I haven't expressed my opinion yet
Я еще не кормила свою собаку;I haven't fed my dog yet
Я еще не закончила;I haven't finished doing it yet
Я не забыл эти фразы;I haven't forgotten these phrases
Я еще не нашел свою вторую половину;I haven't found my second half yet
Я еще не закончила университет;I haven't graduated from university yet
Я еще не упаковала свою одежду;I haven't packed my clothes yet
Я не видел его в последнее время;I haven't seen him lately
Я не видел их в последнее время;I haven't seen them lately
Я еще не решил эту проблему;I haven't solved this problem yet
Я еще не перевел это предложение;I haven't translated this sentence yet
Я еще не просмотрел весь плейлист;I haven't watched all the playlist yet
Я не смотрел все видео в этом плейлисте;I haven't watched all the videos in this playlist
Я еще не посмотрел все видео в этом плейлисте;I haven't watched all the videos in this playlist yet
Я еще не исправил свои ошибки;I haven't worked on my mistakes yet
впервые слышу;I hear it for the first time
"Я слышал; что он дал вам этот совет";I heard that he'd given you this advice
Я слышал эту информацию от него;I heard this information from him
Я немного поколебался;I hesitated a bit
Я немного поколебался;I hesitated a little
Я ударил по мячу;I hit the ball
"Я надеюсь на лучшее; но ожидаю худшего";I hope for the best but expect the worst
Я повесил его на стену;I hung it on the wall
Я повесил там свое пальто;I hung my coat there
Я поторопился;I hurried up
Я поспешил не пропустить автобус;I hurried up not to miss the bus
"Я поторопился; чтобы не пропустить автобус";I hurried up not to miss the buss
Я представляю это сейчас;I imagine it now
Я настоял на проверке;I insisted on checking it
Я настаивал на этом;I insisted on doing it
Я представил ее своему боссу;I introduced her to my boss
Я все знал;I knew everything
"Я знал; что это уже случилось с ним";I knew it'd already happened to him
Я знаю у меня нет выбора;I know I have no choice
"Я знаю; что они пытаются скрыть правду";I know they're trying to hide the truth
Я знаю это правило;I know this rule
"Я знаю; что эта теория существует";I know this theory exists
Мне не хватает свободного времени;I lack free time
Мне не хватает денег;I lack money
Я положил его на стол;I laid it on the table
Я ложусь;I lay down
Я учу английский;I learn English
Я выучил это наизусть;I learnt it by heart
Я оставил свои ключи;I left my keys
я люблю готовить;I like cooking
я люблю ездить на велосипеде;I like cycling
"Мне нравится; когда другие указывают на мои слабые стороны";I like it when others point at my weak points
Мне нравится когда она улыбается;I like it when she smiles
"Мне нравится; когда меня хвалят";I like it when they praise me
Мне нравится когда ты улыбаешься;I like it when you smile
Я люблю кататься на лыжах;I like skiing
Мне нравится этот урок сейчас;I like this lesson now
Я слушаю такую ​​музыку довольно редко;I listen to this kind of music quite rarely
"Я запер дверь; а затем отпер ее";I locked the door and then I unlocked it
Я потерял пароль;I lost my password
Я люблю это делать;I love doing it
я люблю это;I love it
я вас очень люблю;I love you very much
Я люблю Вас всем моим сердцем;I love you with all my heart
Я делаю ошибки довольно часто;I make mistakes quite often
Я делаю ошибки довольно редко;I make mistakes quite rarely
"Я делаю ошибки; когда говорю по-английски; довольно редко";"I make mistakes; when I speak English; quite rarely"
Мне удалось достичь своей цели;I managed to achieve my aim
Мне удалось убедить его сделать это;I managed to persuade him to do it
Мне удалось победить;I managed to win
Я могу ошибиться;I may make a mistake
Я измеряю свои успехи время от времени;I measure my progress from time to time
Я должен достичь этой цели;I must achieve this aim
Я должен контролировать этот процесс;I must control this process
Я должен улучшить свой английский как можно скорее;I must improve my English as soon as possible
"Мне нужно это прямо сейчас; мне нужно было связаться с ним";I need it right now I needed to get in touch with him
Мне нужна эта информация;I need this information
Мне нужны эти знания;I need this knowledge
Мне нужно все тщательно проанализировать;I need to analyse everything more thoroughly
Мне нужно рассчитать эти расходы;I need to calculate these costs
Мне нужно проверить это более тщательно;I need to check it more thoroughly
Мне нужно соединить эти две части;I need to connect these two parts
Мне нужно контролировать эти вещи;I need to control these things
Мне нужно это исправить;I need to correct it
Мне нужно исправить эти ошибки;I need to correct these mistakes
Мне нужно развивать свои таланты;I need to develop my talents
Мне нужно переварить эту информацию;I need to digest this information
Мне нужно сделать это сейчас;I need to do it now
Мне нужно отредактировать этот документ;I need to edit this document
Мне нужно обменять эти деньги;I need to exchange this money
Мне нужно удлинить текст;I need to lengthen the text
Мне нужно переместить стол;I need to move the table
Мне нужно больше практиковаться в английском;I need to practice English more
Мне нужно освежить память;I need to refresh my memory
Мне нужно пересмотреть уроки;I need to revise the lessons
Мне нужно пересмотреть этот плейлист;I need to revise this playlist
Мне нужно отсканировать эти документы;I need to scan these documents
Мне нужно укрепить свои слабые места;I need to strengthen my weak points
Мне нужно перенести это;I need to transfer this
Мне нужно перевести эти деньги на счет моей сестры;I need to transfer this money to my sister's account
Мне нужно взвесить все достоинства и недостатки;I need to weigh all the advantages and disadvantages
Мне нужно взвесить все за и против;I need to weigh all the pros and cons
Мне нужно было преодолеть так много трудностей на моем пути;I needed to overcome so many difficulties on my way
Мне нужно было повторить это упражнение;I needed to redo that exercise
Я никогда этого не делаю;I never do it
я никогда не вру;I never lie
я кивнул;I nodded
Я часто замечаю чужие ошибки;I notice other people's mistakes quite often
"Я заметил это; когда я вел машину";I noticed it when I was driving a car
Я наконец заметил эту ошибку;I noticed this mistake at last
Я часто чищу зубы несколько раз в день;I often clean my teeth several times a day
Я часто сравниваю наши результаты;I often compare our results
Я часто путаю эти слова;I often confuse these words
Я часто получаю такие письма;I often get this kind of letters
Я часто путаю эти слова;I often mix up these words
Я часто пересказываю разные истории;I often retold different stories
Я часто гуляю в парке;I often walk in the park
Я владею этим бизнесом;I own this business
Я упаковал свою одежду;I packed my clothes
Я участвовал в этом чемпионате;I participated in this championship
Я сдал этот экзамен;I passed this exam
Я прекрасно понимаю важность этого события;I perfectly realize the importance of this event
Я это прекрасно понимаю;I perfectly understand it
Я прекрасно понимаю важность этого события;I perfectly understand the importance of this event
Я периодически сталкиваюсь с разными проблемами;I periodically face different problems
Я позвонил ему в ответ;I phoned him back
Я поднял монету;I picked up a coin
Я предпочитаю делать это каждый день;I prefer to do it every day
Я предпочитаю делать это прямо сейчас;I prefer to do it right now
Я предпочитаю учить английский самостоятельно;I prefer to learn English by myself
Я предпочитаю измерять свой прогресс;I prefer to measure my progress
Я предпочитаю носить неформальную одежду;I prefer to wear informal clothes
Я предпочел не делать этого;I preferred not to do it
"Я обещаю; я сделаю это";I promise i'll do it
Я обещаю это сейчас;I promise it now
Я толкнул дверь;I pushed the door
Я положил его на пол;I put it on the floor
Я бегал очень быстро;I ran very fast
Я редко слушаю музыку;I rarely listen to music
"Я понимаю; насколько это опасно";I realise how dangerous it is
"Я понимаю; как это важно";I realise how important it is
"Я понимаю; как это ответственно";I realise how responsible it is
"Я понимаю; как это рискованно";I realise how risky it is
Я понимаю важность этих вещей;I realise the importance of these things
Я понимаю важность этого события сейчас;I realise the importance of this event now
Я понял что;I realised that
"Я понял; что я поступаю правильно";I realised that I was doing the right thing
"Я понял; что она солгала ему";I realised that she'd lied to him
Я очень ценю вашу помощь;I really appreciate your help
Я действительно ценю вашу огромную поддержку;I really appreciate your huge support
Мне очень нравится кататься на велосипеде;I really like cycling
Мне очень нравится изучать английский здесь;I really like learning English here
я получила твое письмо;I received your letter
Я отказался это сделать;I refused to do it
Я помню это очень хорошо сейчас;I remember it very well now
Я помню свои школьные годы;I remember my school years
Я вспомнил что;I remembered that
Я починил свою машину;I repaired my car
Я уважаю его;I respect him
Я переписал это эссе;I rewrote this essay
Я стёр пару строк;I rubbed out a couple of lines
я присел;I sat down
Я сидел в мягком кресле;I sat in a soft armchair
Я сидел на мягком стуле;I sat on a soft chair
Я видел его не так давно;I saw him not a long time ago recently
"Я видел его; когда он спускался по дереву";I saw him when he was climbing down the tree
"Я видел это; когда я вел машину";I saw it when I was driving a car
Я вижу ее по вторникам;I see her on Tuesdays
Я вижу его очень редко;I see him very rarely
Я вижу это очень ясно;I see it very clearly
"Я вижу; что мой уровень английского становится намного выше";I see my English level is getting much higher
"Я вижу; что она лжет";I see she's lying
"Я вижу; что кто-то не согласен";I see someone disagrees
"Я вижу; что кто-то не согласен";I see someone doesn't agree
"Я вижу; они выигрывают";I see they're winning
Я вижу эту проблему сейчас;I see this problem now
Я вижу двух незнакомцев;I see two strangers
"Я вижу; вы уже догадались";I see you've already guessed it
Я служил в армии;I served in the army
Я поставил очень четкую цель;I set a very clear aim
Я с удовольствием делюсь с вами своими знаниями;I share my knowledge with you with great pleasure
Я делюсь этими материалами с моими друзьями;I share these materials with my friends
Я должен работать намного эффективнее;I should work much more effectively
Я спал около восьми часов;I slept for about eight hours
Я спала более чем достаточно;I slept more than enough
Я улыбнулся ей;I smiled at her
Я решил эту проблему;I solved that problem
Я иногда трачу свое время нерационально;I sometimes spend my time irrationally
Я говорю на трех иностранных языках;I speak three foreign languages
Я начал изучать английский язык пару лет назад;I started learning English a couple of years ago
Я начал думать об этом очень давно;I started thinking about it a very long time ago
я встал;I stood up
Я подписался на все эти каналы;I subscribed to all these channels
Мне удалось это сделать;I succeeded in doing it
Мне удалось найти этот канал;I succeeded in finding this channel
Мне удалось пройти этот тест;I succeeded in passing this test
Мне удалось убедить его сделать это;I succeeded in persuading him to do it
Я предлагаю пойти туда;I suggest going there
Я предлагаю пойти туда прямо сейчас;I suggest going there right now
Я предлагаю пойти в парк;I suggest going to the park
"Я полагаю; это лучшее решение";I suppose it is the best decision
"Я полагаю; это единственно правильное решение";I suppose it is the only right decision
"Я полагаю; вы поступили правильно";I suppose you did the right thing
Я склонен считать это очень важным;I tend to consider it very important
Я склонен так думать;I tend to think so
"Я склонен думать; что это была единственная альтернатива";I tended to think that it was the only alternative
Я проверил свои знания;I tested my knowledge
Я поблагодарил его за все;I thanked him for everything
"Я думаю; что он мог бы помочь нам";I think he could help us
"Я думаю; что я достигну этой цели";I think i'll achieve this aim
"Я думаю; что можно вылечить эту болезнь";I think it is possible to cure this disease
"Я думаю; что это единственная альтернатива";I think it is the only alternative
"Я думаю; что это единственно правильное решение";I think it is the only right decision
"Я думаю; что они изобретут что-то новое";I think they'll invent something new
Я думаю ты не против;I think you don't mind
"Я думаю; что вы переоцениваете важность этой вещи";I think you overestimate the importance of this thing
"Я думаю; вам удастся справиться с";I think you'll succeed in coping with
"Я сказал ему; что";I told him that
"Я сказал ему; что я уже прочитал эту книгу";I told him that i'd already read that book
"Я пытался сделать это; но безуспешно";I tried to do it but without success
Я стараюсь не ссориться;I try not to quarrel
Я стараюсь не обсуждать это;I try to avoid discussing it
Я стараюсь не встречаться с ним;I try to avoid meeting him
Я стараюсь не говорить об этом;I try to avoid talking about it
Я стараюсь выучить английский максимально эффективно;I try to learn English as effectively as possible
Я стараюсь регулярно практиковать свой английский;I try to practice my English on a regular basis
"Я стараюсь копить деньги; но иногда безуспешно";I try to save up money but sometimes without success
Я стараюсь тренироваться как можно интенсивнее!;I try to train as intensively as possible!
Я стараюсь тренироваться как можно больше;I try to train as much as possible
Я включил компьютер;I turned on the computer
Я подчеркнул это слово;I underlined this word
Теперь я понимаю;I understand it now
Я вас очень хорошо понимаю;I understand you very well
Я понял вашу точку зрения;I understood your point of view
Я взял на себя некоторые риски;I undertook some risks
Я расстегнул ремень;I unfastened the belt
У меня обычно мало свободного времени;I usually have little free time
Я обычно поливаю цветы;I usually water flowers
Я проголосовал за первого кандидата;I voted for the first candidate
Я хожу в парке довольно часто;I walk in the park quite often
Я хочу это;I want it
Я хочу дышать свежим воздухом;I want to breathe fresh air
Я хочу изменить свою жизнь;I want to change my life
Я хочу посвятить больше времени английскому;I want to devote more time to English
Я хочу выразить свою точку зрения;I want to express my point of view
Я хочу дать вам следующую порцию новых слов;I want to give you the next portion of new words
Я хочу достичь более высокого уровня в английском;I want to reach a higher level in English
Я хочу достичь гораздо более высокого уровня в английском;I want to reach a much higher level in English
Я хочу достичь самого высокого уровня в английском;I want to reach the highest level in English
Я хочу выйти на следующий уровень;I want to reach the next level
Я хочу достичь этого уровня;I want to reach this level
Я хочу повторить это выражение;I want to repeat this expression
Я предупреждал тебя не говорить это;I warned you not to say it
"Я предупреждал тебя; что это будет не так просто";I warned you that it wouldn't be so easy
Я становился все более и более уверенным;I was becoming more and more confident
Я был в Англии в прошлом году;I was in England last year
Я был в Англии два года назад;I was in England two years ago
Я был в Испании две недели;I was in Spain for two weeks
Я готовился к своему выпускному экзамену всю ночь;I was preparing for my final exam all night
Я читал книгу на английском вслух;I was reading a book in English aloud
Я сидел дома весь день;I was staying at home all day
Я ждал ее в другом месте;I was waiting for her in another place
Я с нетерпением ждал последних новостей;I was waiting for the latest news with impatience
Я смотрел это видео;I was watching this video
"Мне было интересно; если бы вы могли сделать это";I was wondering if you could do it
"Мне было интересно; если бы вы могли сделать мне одолжение";I was wondering if you could do me a favour
"Мне было интересно; если бы вы могли объяснить мне это еще раз";I was wondering if you could explain it to me one more time
"Мне было интересно; если вы могли бы помочь мне";I was wondering if you could help me
"Мне было интересно; если бы вы могли меня";I was wondering if you could me
Я не готовился к этому экзамену;I wasn't preparing for that exam
Я смотрю этот канал;I watch this channel
Я смотрел это видео;I watched this video
Я вешу 70 кг сейчас;I weigh 70 kilos now
Я приветствовал всех гостей;I welcomed all the guests
Я ушел домой;I went home
всего наилучшего;I wish you all the best
желаю тебе удачи;I wish you good luck
Желаю тебе настоящего счастья;I wish you true happiness
Я снял все деньги;I withdrew all the money
Я проснулся позже обычного;I woke up later than usual
"Интересно; как вы находите время для этого";I wonder how you find time for it
"Интересно; вы могли бы сделать это для меня";I wonder if you could do it for me
"Интересно; не могли бы вы объяснить это еще раз?";I wonder if you could explain it one more time
"Интересно; не могли бы вы помочь мне?";I wonder if you could help me
"Интересно; почему они игнорируют это?";I wonder why they ignore it
Я не буду комментировать эту тему;I won't comment on this topic
"Я не буду комментировать; почему мы так живем";I won't comment on why we live so
Я не буду отрицать этот факт;I won't deny this fact
Я не буду повторять это;I won't repeat it
Я не буду пытаться сделать это;I won't try to do it
Я раньше носила очки;I wore glasses earlier
"Я бы сделал это; я бы взял это предложение";I would do it I would take this offer
Я бы отказался;I would refuse
Я не хотел бы критиковать его;I wouldn't like to criticise him
Я не хотел бы на этом настаивать;I wouldn't like to insist on it
Я не хотел бы обещать это;I wouldn't like to promise it
Я не хотел бы брать на себя такие высокие риски;I wouldn't like to undertake such high risks
Я не хотел бы брать на себя эти риски;I wouldn't like to undertake these risks
Я бы не отказался;I wouldn't refuse
Я бы ему не доверял;I wouldn't trust him
Я уже был там;I'd already been there
Я купил новую машину;I'd bought a new car
Я оставил ключи дома;I'd left my keys at home
Я хотел бы добавить одну очень важную деталь;I'd like to add one very important detail
Я хотел бы добавить следующее;I'd like to add the following
Я хотел бы извиниться за это;I'd like to apologise for it
Я хотел бы завершить этот проект;I'd like to complete this project
Я хотел бы подтвердить нашу встречу;I'd like to confirm our meeting
Я хотел бы подтвердить дату и время нашей встречи;I'd like to confirm the date and time of our meeting
Я хотел бы поздравить вас;I'd like to congratulate you
Я хотел бы поздравить вас с получением этой работы;I'd like to congratulate you on getting this job
Я хотел бы поздравить вас с сдачей экзамена;I'd like to congratulate you passing the exam
Я хотел бы выпить чашку чая;I'd like to drink a cup of tea
"Я хотел бы подчеркнуть; насколько это важно";I'd like to emphasise how important it is
Я хотел бы подчеркнуть важность этого события;I'd like to emphasise the importance of this event
Я хотел бы увеличить свой;I'd like to enlarge my
Я хотел бы расширить свой бизнес!;I'd like to expand my business!
Я хотел бы высказать свое мнение;I'd like to express my opinion
Я хотел бы улучшить свой английский с вашей помощью;I'd like to improve my English with your help
Я хотел бы увеличить свой словарный запас;I'd like to increase my vocabulary
Я хотел бы пригласить вас на мой день рождения;I'd like to invite you to my birthday
Я хотел бы измерить мой прогресс;I'd like to measure my progress
"Хочу отметить; что жду более легких уроков";I'd like to note that i'm waiting for easier lessons
"Я хотел бы отметить; что мы должны обдумать это";I'd like to note that we need to think it over
Я хотел бы заказать это онлайн;I'd like to order it online
"Я хотел бы указать; насколько это важно";I'd like to point out how important it is
Я хотел бы продать это;I'd like to sell it
Я хотел бы поблагодарить вас за все;I'd like to thank you for everything
Я хотел бы пожелать вам удачи;I'd like to wish you good luck
Я хотел бы записать это;I'd like to write it down
Я бы очень хотел посвятить больше времени английскому.;I'd really like to devote more time to English
Я все поняла;I'd understood everything
"Если я знаю их лучше; я смогу от них избавиться";"If I know them better; i'll be able to get rid of them"
"Если мы умножим 2 на 3; мы получим 6";"If we multiply 2 by 3; we'll get 6"
"Если мы вычтем 80 из 90; мы получим 10";"If we subtract 80 from 90; we get 10"
"Если вы продолжите запись этого плейлиста; мы будем рады";"If you continue recording this playlist; we'll be happy"
"Если вы умножите 25 на 10; вы получите эту цифру";"If you multiply 25 by 10; you'll get this figure"
"Если вы перепродаете его; вы не получите больше денег";"If you resell it; you won't get more money"
"Если вы видите это; не удивляйтесь";"If you see it; don't be surprised"
Я смогу справиться с этими трудностями;I'll be able to cope with these difficulties
Я буду там на выходных;I'll be there at the weekend
Я перезвоню через минуту;I'll call you back in a minute
Я понесу твою сумку;I'll carry your bag
Я соберу тебя после школы;I'll collect you after school
Я приеду к тебе на выходных;I'll come to you at the weekend
Я скоро завершу этот проект;I'll complete this project soon
Я свяжусь с тобой позже;I'll contact you later
Я продолжу тренировать свою память;I'll continue training my memory
Я продолжу работать над моим произношением;I'll continue working on my pronunciation
Я справлюсь с этой проблемой;I'll cope with this problem
Я сделаю это по нескольким причинам;I'll do it for several reasons
Я отредактирую этот отчет;I'll edit this report
Я последую этому совету;I'll follow this advice
Я с удовольствием последую вашему совету;I'll follow your advice with great pleasure
Я свяжусь с тобой позже;I'll get in touch with you later
Мне придется редактировать этот документ;I'll have to edit this document
Мне придется переделать;I'll have to redo it
Мне придется переписать это эссе;I'll have to rewrite this essay
Я присоединюсь к вам с большим удовольствием;I'll join you with great pleasure
Мне нужно проанализировать эти цифры;I'll need to analyse these figures
Мне нужно будет пересмотреть;I'll need to revise
Я заплачу за это;I'll pay for it
Я заберу тебя после;I'll pick you up after
Я представлю эти материалы;I'll present these materials
Я распечатаю этот документ;I'll print this document
Я буду представлять нашу компанию;I'll represent our company
я выживу;I'll survive
Я с большим удовольствием приму ваше предложение;I'll take your offer with great pleasure
Я подумаю об этом более тщательно;I'll think about it more thoroughly
Я подумаю;I'll think it over
"Я постараюсь сделать все возможное; чтобы достичь своей цели";I'll try to do my best to achieve my aim
Я постараюсь предотвратить это;I'll try to prevent it from happening
Я постараюсь запомнить все;I'll try to remember everything
Я буду использовать эти знания;I'll use this knowledge
"Боюсь; вы не поняли это";I'm afraid you misheard it
"Боюсь; вы меня не поняли";I'm afraid you misheard me
"Боюсь; вы меня не поняли";I'm afraid you misunderstood me
Я всегда готов поделиться с вами своими знаниями;I'm always ready to share my knowledge with you
Я становлюсь все более и более уверенным;I'm becoming more and more confident
Я становлюсь все больше и больше) уверенно;I'm becoming more and more) confident
"Я звоню вам; чтобы подтвердить нашу встречу";I'm calling you to confirm our meeting
Я проверяю это очень тщательно;I'm checking it very thoroughly
Я сейчас ищу другие источники дохода;I'm currently looking for other sources of income
Я сейчас работаю над этой проблемой;I'm currently working on this problem
Я сейчас работаю над этим проектом;I'm currently working on this project
Я делаю такое сложное упражнение;I'm doing such a difficult exercise
Я делаю такие простые упражнения;I'm doing such easy exercises
Я делаю это упражнение;I'm doing this exercise
я чувствую себя лучше;I'm feeling better
Я свободна по выходным;I'm free at weekends
"Я становлюсь более опытным; уверенным и последовательным";"I'm getting more experienced; confident and consistent"
"Я становлюсь более опытным; умелым и профессиональным";"I'm getting more experienced; skilful and professional"
Я становлюсь более независимым и уверенным;I'm getting more independent and confident
Я становлюсь более знающим;I'm getting more knowledgeable
Я становлюсь более профессиональным;I'm getting more professional
Я становлюсь более профессиональным и умелым;I'm getting more professional and skilful
Я избавляюсь от этих ненужных ошибок;I'm getting rid of these unnecessary mistakes
Я иду в спортзал;I'm going to the gym
Я сегодня отдыхаю;I'm having a rest today
я шучу;I'm joking
я учу английский;I'm learning English
я слушаю музыку;I'm listening to music
Я слушаю это видео;I'm listening to this video
я слушаю тебя;I'm listening to you
Я ищу это;I'm looking for it
Я не отрицаю это;I'm not denying it
Я не отрицаю этот факт;I'm not denying this fact
Я не преувеличиваю;I'm not exaggerating it
Я не испытываю никаких трудностей вообще;I'm not experiencing any difficulties at all
Я не испытываю никаких проблем вообще;I'm not experiencing any problems at all
я не шучу;I'm not joking
Я не слушаю это;I'm not listening to it
Я не смотрю на них;I'm not looking at them
Я не ищу это;I'm not looking for it
Я не готов к этим изменениям;I'm not ready for these changes
Я не говорю это прямо;I'm not saying it directly
Я не сижу дома;I'm not staying at home
"Я не уверен; что это покроет все расходы";I'm not sure that it'll cover all the costs
Я не пытаюсь скрыть правду;I'm not trying to hide the truth
Я планирую это сделать;I'm planning to do it
Я готовлюсь к выпускному экзамену на этой неделе;I'm preparing for the final exam this week
Я готовлюсь к последнему экзамену на этой неделе;I'm preparing for the last exam this week
Я читаю очень интересную книгу;I'm reading a very interesting book
Я читаю это письмо;I'm reading this letter
Я читаю это сообщение;I'm reading this message
Я пересматриваю этот урок;I'm revising this lesson
Я правильно говорю;I'm saying it correctly
Я сижу в кресле;I'm sitting in an armchair
Я сижу на стуле;I'm sitting on a chair
Я сижу на диване;I'm sitting on a sofa
"Я так счастлив; что вы загружаете новые уроки";I'm so happy that you upload new lessons
Я все еще рассматриваю это;I'm still considering it
